WORD_ADDRESS, STORED_DATA, PATTERN
0x78b15,0x00002000,0x00000000,1
0x798f0,0x00c00008,0x00c00000,1
0x7a844,0x00008000,0x00000000,1
0x7af3c,0x2afa55ff,0x2a7a55ff,1
0x7b082,0x00320055,0x00330055,1
0x7b0e7,0x00320055,0x00330055,1
0x7b4c2,0x00001000,0x00000000,1
0x7bcdd,0x00d50033,0x00550033,1
0x7c69e,0x10000270,0x10000220,1
0x7c703,0x2000881c,0x20008804,1
0x7c788,0xa4400020,0xa0400020,1
0x7c8e9,0x14080040,0x140a0040,1
0x7cf92,0x00000100,0x00000000,1
0x7d739,0x01000000,0x00000000,1
0x7d752,0x08000000,0x00000000,1
0x7e4ac,0x00000080,0x00000000,1
0x7e511,0x00000040,0x00000000,1
0x7e93a,0x10804000,0x00804000,1
0x7f2a3,0x00558033,0x00550033,1
0x7f2ff,0x08330055,0x00330055,1
0x7f308,0x00554033,0x00550033,1
0x7ffed,0x00000040,0x00000000,1
0x80455,0x02408040,0x02400040,1
0x807e9,0x84000020,0x80000020,1
0x8175e,0x00000002,0x00000000,1
0x819bb,0x00330057,0x00330055,1
0x81c0f,0x20330055,0x00330055,1
0x81c73,0x70550033,0x00550033,1
0x81cae,0x00550073,0x00550033,1
0x81cd8,0x38550033,0x00550033,1
0x81ddc,0x60000000,0x20000000,1
0x828a3,0x01000000,0x00000000,1
0x82908,0x00800000,0x00000000,1
0x82e9e,0x44200000,0x04200000,1
0x838d7,0x08000000,0x00000000,1
0x83b41,0x10800000,0x00800000,1
0x844b0,0x00800000,0x00000000,1
0x84515,0x00400000,0x00000000,1
0x8550b,0x00200000,0x00000000,1
0x85f2c,0x7400d03c,0x7400d01c,1
0x8605c,0x00330155,0x00330055,1
0x86844,0x80840000,0x80040000,1
0x877ec,0x02000050,0x00000050,1
0x881bc,0x00402000,0x00400000,1
0x88de2,0x000040a2,0x000000a2,1
0x89417,0x0033005d,0x00330055,1
0x8a0a4,0x588a8af6,0x5c8a8af6,1
0x8a17a,0x00150033,0x00550033,1
0x8be13,0x00004000,0x00000000,1
0x8c15c,0x00100140,0x00000140,1
0x8c212,0x08000000,0x00000000,1
0x8cebc,0x04000800,0x04000000,1
0x8d789,0x00000080,0x00000000,1
0x8d7ee,0x00000040,0x00000000,1
0x8d952,0x00100000,0x00000000,1
0x8d9b7,0x00200000,0x00000000,1
0x8de12,0x00200040,0x00000040,1
0x8de77,0x00100008,0x00000008,1
0x8e268,0x81048808,0x81048008,1
0x8f2a1,0x08000000,0x00000000,1
0x8f306,0x04000000,0x00000000,1
0x91cf2,0x00000004,0x00000000,1
0x91d57,0x00000002,0x00000000,1
0x92645,0x00020000,0x00000000,1
0x92db7,0x0000001c,0x00000000,1
0x92e1c,0x0000001c,0x00000000,1
0x930eb,0x00010189,0x00000189,1
0x93150,0x00008060,0x00000060,1
0x95246,0x10800082,0x00800082,1
0x955da,0x097a0bad,0x097a09ad,1
0x9563f,0x20008102,0x20008002,1
0x95a71,0x00040000,0x00000000,1
0x97318,0xfffffffe,0xffffffff,1
0x9795d,0x20200008,0x20000008,1
0x979c2,0x00a02082,0x00802082,1
0x98013,0x02000000,0x00000000,1
0x98a04,0x10000000,0x00000000,1
0x991ec,0x00000040,0x00000000,1
0x99251,0x0000006c,0x0000004c,1
0x9aef3,0x20080002,0x20080000,1
0x9b055,0x00000020,0x00000000,1
0x9b76b,0x00000002,0x00000000,1
0x9c03a,0x04000000,0x00000000,1
0x9cf61,0x00080000,0x00000000,1
0x9d001,0x40000000,0x00000000,1
0x9d9c8,0x00020000,0x00000000,1
0x9dfdf,0x00000200,0x00000000,1
0x9e044,0x00000100,0x00000000,1
0x9e55b,0x00000010,0x00000000,1
0x9e5c0,0x00000008,0x00000000,1
0x9efb5,0x10000000,0x00000000,1
0x9f01a,0x20000000,0x00000000,1
0x9fcbb,0x00000001,0x00000000,1
0x9fd21,0x02000000,0x00000000,1
0xa0e97,0x00000008,0x00000000,1
0xa0efc,0x00000004,0x00000000,1
0xa11d4,0x80100000,0x00100000,1
0xa203d,0x94204040,0x14204040,1
0xa224d,0x02680004,0x02280004,1
0xa29a7,0x80000000,0x00000000,1
0xa339a,0x00001000,0x00000000,1
0xa33ff,0x00000800,0x00000000,1
0xa40ff,0x00001800,0x00000000,1
0xa4164,0x00000c00,0x00000000,1
0xa4be5,0x00000002,0x00000000,1
0xa4c4a,0x00808001,0x00808000,1
0xa4c9b,0x01000000,0x00000000,1
0xa50b2,0x00000004,0x00000000,1
0xa50f0,0x40000000,0x00000000,1
0xa5117,0x00000008,0x00000000,1
0xa5155,0x80000000,0x00000000,1
0xa5217,0x00002000,0x00000000,1
0xa5d04,0x000f0032,0x000f0033,1
0xa85f6,0x00200200,0x00000200,1
0xa9620,0x0033080f,0x0033000f,1
0xa9685,0x0033040f,0x0033000f,1
0xa98d6,0x00100000,0x00000000,1
0xaa967,0x20000010,0x00000010,1
0xab969,0x00000800,0x00000000,1
0xac1e2,0x00018400,0x00018000,1
0xad6ef,0x00000891,0x00000890,1
0xadc76,0x02000000,0x00000000,1
0xae440,0x04089103,0x04089003,1
0xaeb43,0x00001000,0x00000000,1
0xaf4fa,0x01000000,0x00000000,1
0xaf55f,0x00800000,0x00000000,1
0xb03c6,0x00000004,0x00000000,1
0xb050f,0xff7fffff,0xffffffff,1
0xb0e80,0x08020022,0x08000022,1
0xb1c35,0x00020000,0x00000000,1
0xb1d97,0x20000000,0x00000000,1
0xb251f,0x04009043,0x00009043,1
0xb257f,0x20088004,0x20088024,1
0xb2584,0x06084010,0x04084010,1
0xb2f0a,0x00100200,0x00100000,1
0xb5de0,0x30080220,0x10080220,1
0xb6701,0x00400000,0x00000000,1
0xb6c1a,0x00200000,0x00000000,1
0xb6c7f,0x00100000,0x00000000,1
0xb8188,0x02040000,0x02000000,1
0xb86bd,0x08000000,0x00000000,1
0xb95bf,0x14008044,0x14008040,1
0xb9748,0x003300d5,0x00330055,1
0xb9e23,0x00004000,0x00000000,1
0xba168,0x00000240,0x00000200,1
0xbaf22,0x04a8d002,0x04a8d000,1
0xbb158,0x003300d5,0x00330055,1
0xbb736,0x00100000,0x00000000,1
0xbc26a,0x00020000,0x00000000,1
0xbc490,0x40000080,0x00000080,1
0xbc50b,0x40000000,0x00000000,1
0xbcb5f,0x00000008,0x00000000,1
0xbcbc4,0x00000004,0x00000000,1
